"economy"	"economycode"	"wpid_random"	"wgt"	"female"	"age"	"educ"	"inc_q"	"account"	"account_fin"	"account_mob"	"q2"	"q3"	"q4"	"q5"	"q6"	"q8a"	"q8b"	"q8c"	"q8d"	"q8e"	"q8f"	"q8g"	"q8h"	"q8i"	"q9"	"q10"	"q11"	"q12"	"q13"	"q14"	"q16"	"q17a"	"q17b"	"q17c"	"q18a"	"q18b"	"q20"	"q21a"	"q21b"	"q21c"	"q21d"	"q22a"	"q22b"	"q22c"	"q24"	"q25"	"q26"	"q27a"	"q27b"	"q27c"	"q27d"	"q28"	"q29a"	"q29b"	"q29c"	"q29d"	"q30"	"q31a"	"q31b"	"q31c"	"q32"	"q33a"	"q33b"	"q33c"	"q34"	"q35"	"q36a"	"q36bc"	"q36d"	"q37"	"q38"	"q39"	"q40a"	"q40bc"	"q40d"	"q41"	"q42"	"q43"	"q44a"	"q44b"	"q44c"	"saved"	"borrowed"
"Mexico"	"MEX"	123964708	1.19326330670587	"2 female"	"45"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	178999036	0.286285095113012	"2 female"	"44"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"4 not at all possible"		"no"					"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	112707945	0.910680113500805	"2 female"	"57"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	182626199	0.455340056750402	"2 female"	"74"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"yes"	"yes"	"no"	"no"	"no"	"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
"Mexico"	"MEX"	186229642	0.585477474117469	"2 female"	"25"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	157617476	1.0763796472683	"1 male"	"73"	"completed primary or less"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	201403469	0.392181113134058	"2 female"	"36"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	131446002	0.692005928021774	"1 male"	"25"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"no"
"Mexico"	"MEX"	162333288	1.63071056332747	"2 female"	"40"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"4 a credit card or borrowing from a formal financial institution"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	122760062	0.733874902659034	"2 female"	"24"	"secondary"	"2 second 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"no"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	156393890	1.17095494823494	"2 female"	"32"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	119284803	1.73480895685001	"1 male"	"19"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	151985425	1.63071056332747	"2 female"	"39"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"yes"	"yes"	"yes"	"no"	"no"	"no"					"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"no"
"Mexico"	"MEX"	199202806	0.366937451329517	"2 female"	"15"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"yes"	"yes"	"no"	"no"	"no"	"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	206912116	0.286285095113012	"1 male"	"68"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	140089859	1.18643785493793	"1 male"	"33"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"no"		"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"(dk)"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	140728378	0.910680113500805	"2 female"	"57"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"yes"	"no"	"no"	"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	177563507	0.455340056750402	"2 female"	"55"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	120495944	0.501897895941544	"2 female"	"25"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"yes"	"yes"	"no"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	133380135	0.743578535293803	"1 male"	"23"	"completed tertiary or more"	"2 second 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"no"		"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"yes"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	176322884	0.286285095113012	"1 male"	"48"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"yes"	"no"							"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"2 somewhat possible"	"2 family, relatives, or friends"	"yes"	"no"	"yes"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	153555643	0.743578535293803	"1 male"	"19"	"completed tertiary or more"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	126475799	0.596631653352935	"2 female"	"47"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"(dk)"							"no"						"yes"	"yes"	"no"	"no"	"no"	"no"
"Mexico"	"MEX"	133174323	0.286285095113012	"1 male"	"38"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"(dk)"			"no"		"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"yes"	"yes"	"no"	"no"	"yes"	"no"
"Mexico"	"MEX"	200860628	0.910680113500805	"2 female"	"57"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"yes"	"yes"	"no"	"no"	"no"	"no"
"Mexico"	"MEX"	173122355	1.63071056332747	"2 female"	"36"	"completed primary or less"	"1 poorest 20%"	"yes"	"yes"	"no"	"no"			"no"		"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"4 (dk)"	"no"				"yes"	"yes"
"Mexico"	"MEX"	141184906	0.392181113134058	"2 female"	"41"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"no"		"7 (refused)"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"3 not very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	116317177	0.316031799538194	"2 female"	"48"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"no"			"no"											"no"		"no"		"6 (dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	210481067	0.538189823634152	"1 male"	"60"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"(dk)"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"yes"	"yes"	"no"	"no"	"no"	"no"
"Mexico"	"MEX"	152276700	0.433702239212503	"1 male"	"16"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	171354433	0.433702239212503	"1 male"	"22"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	149942596	0.286285095113012	"1 male"	"67"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	114903421	2.15275929453661	"1 male"	"61"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"(dk)"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"yes"							"no"	"no"	"yes"	"(dk)"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"(dk)"					"(dk)"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	124840739	1.10081235398855	"2 female"	"19"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"no"	"no"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	164057044	1.82136022700161	"2 female"	"63"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"(dk)"		"no"	"yes"	"no"	"yes"	"(dk)"	"yes"	"yes"	"no"	"no"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"(dk)"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	142056723	0.433702239212503	"1 male"	"22"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"no"		"yes"	"3 money is not taken out in a typical month"	"1 you get it at an atm"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	187856140	0.431888243741457	"2 female"	"43"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"1 you had this account before you began receiving payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	163229685	1.0763796472683	"1 male"	"57"	"completed primary or less"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"no"											"no"		"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	161253313	0.867404478425006	"1 male"	"23"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	204210599	0.53164958954465	"2 female"	"31"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"5 (refused)"	"yes"	"5 (refused)"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	174165439	0.647832365612187	"2 female"	"41"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"yes"							"(ref)"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	149346427	0.286285095113012	"1 male"	"50"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"(ref)"		"yes"	"5 (refused)"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"5 (dk)"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	165363731	1.18643785493793	"1 male"	"28"	"completed tertiary or more"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	189729911	0.678384156425769	"1 male"	"52"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"2 three or more times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	111510455	0.316031799538194	"2 female"	"45"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"1 very possible"	"2 family, relatives, or friends"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	164876759	1.73480895685001	"1 male"	"16"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	163368361	0.41351905927474	"2 female"	"58"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"yes"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"yes"	"yes"	"no"				"yes"	"yes"	"no"	"yes"	"no"	"3 (dk)"	"1 you had this account before you began receiving payments from an employer."	"yes"	"no"	"yes"	"no"	"2 over time as needed"	"1 you had this account before you began receiving payments from the government."	"no"				"yes"	"yes"
"Mexico"	"MEX"	145932804	0.392181113134058	"2 female"	"37"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 (dk)"	"1 you had this account before you began receiving payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	139354019	0.508788117319326	"1 male"	"52"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"no"										"yes"	"2 three or more times per month"	"yes"	"5 (refused)"	"1 you get it at an atm"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"(ref)"						"no"				"yes"	"yes"
"Mexico"	"MEX"	163457129	2.15275929453661	"1 male"	"70"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"5 (dk)"		"(dk)"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
